Athl Country;Athl Id;Athlete;Ed Country;Ed Id;Ed Type;Ed Year;Event;F1_SCore Transfo (copie);FNR (copie);FPR (copie);PRECISION (copie);PRECISION (copie) (groupe);Prediction Correct;RAPPEL (copie);Result Id;Sex;Sport;1;ACCURACY;Age;Age Not Null;Best Rank;Calcul F1_SCORE;Calcul FNR;Calcul FPR;Calcul PRECISION;Calcul RAPPEL;Eval Pred Pred 2;Event Med Pred;Event Med Pred 2;F Rank;F1_SCORE;F1_SCore Transfo;FN;FNR;FP;FPR;Height;Height Not Null;Medal N;Medal N1;Nb Participation;NB_TRUE;PRECISION;Prediction;Proba 0;Proba 1;Rank N1;RAPPEL;TN;Total Medals;TP;TPR;Weight;Weight Not Null;Wrong Medal Prediction
Kazakhstan;126849;Vladislav Yakovlev;Japan;61;Summer;2020;Single Sculls, Men;0;;0;;Valeur null et 0;Vrai;;19008400;Male;Rowing;1;1;27;27;28;;;0;;;0;5;0;19;;0;0;;0;0;188;188;0;0;2;1;;0;0,939228996;0,060771004;31;;1;0;0;;85;85;
Malaysia;125480;Khairulnizam Bin Mohd Afendy;Japan;61;Summer;2020;One Person Dinghy, Men;0;;0;;Valeur null et 0;Vrai;;19008725;Male;Sailing;1;1;27;27;35;;;0;;;0;18;0;28;;0;0;;0;0;182;182;0;0;2;1;;0;0,947562429;0,052437571;35;;1;0;0;;70;70;
Montenegro;120957;Milivoj Dukić;Japan;61;Summer;2020;One Person Dinghy, Men;0;;0;;Valeur null et 0;Vrai;;19008725;Male;Sailing;1;1;27;27;29;;;0;;;0;28;0;17;;0;0;;0;0;185;185;0;0;2;1;;0;0,953220428;0,046779572;29;;1;0;0;;83;83;
Trinidad and Tobago;120910;Andrew Lewis;Japan;61;Summer;2020;One Person Dinghy, Men;0;;0;;Valeur null et 0;Vrai;;19008725;Male;Sailing;1;1;31;31;37;;;0;;;0;13;0;29;;0;0;;0;0;177;177;0;0;2;1;;0;0,944340737;0,055659263;39;;1;0;0;;84;84;
Lithuania;123425;Juozas Bernotas;Japan;61;Summer;2020;Windsurfer, Men;0;;0;;Valeur null et 0;Vrai;;19008700;Male;Sailing;1;1;31;31;12;;;0;;;0;7;0;15;;0;0;;0;0;186;186;0;0;2;1;;0;0,947098398;0,052901602;26;;1;0;0;;80;80;
Greece;122388;Giannis Mittakis;Japan;61;Summer;2020;One Person Heavyweight Dinghy, Men;0;;0;;Valeur null et 0;Vrai;;19008792;Male;Sailing;1;1;31;31;11;;;0;;;0;10;0;12;;0;0;;0;0;186;186;0;0;2;1;;0;0,940916626;0,059083374;11;;1;0;0;;96;96;
Estonia;122372;Karl-Martin Rammo;Japan;61;Summer;2020;One Person Dinghy, Men;0;;0;;Valeur null et 0;Vrai;;19008725;Male;Sailing;1;1;31;31;18;;;0;;;0;14;0;15;;0;0;;0;0;190;190;0;0;2;1;;0;0,947098398;0,052901602;21;;1;0;0;;82;82;
Türkiye;122446;Alican Kaynar;Japan;61;Summer;2020;One Person Heavyweight Dinghy, Men;0;;0;;Valeur null et 0;Vrai;;19008792;Male;Sailing;1;1;32;32;13;;;0;;;0;12;0;8;;0;0;;0;0;191;191;0;0;2;1;;0;0,944904782;0,055095218;13;;1;0;0;;98;98;
Belgium;126413;Wannes Van Laer;Japan;61;Summer;2020;One Person Dinghy, Men;0;;0;;Valeur null et 0;Vrai;;19008725;Male;Sailing;1;1;35;35;17;;;0;;;0;15;0;27;;0;0;;0;0;181;181;0;0;2;1;;0;0,947098398;0,052901602;17;;1;0;0;;81;81;
Czech Republic;125272;Karel Lavický;Japan;61;Summer;2020;Windsurfer, Men;0;;0;;Valeur null et 0;Vrai;;19008700;Male;Sailing;1;1;35;35;31;;;0;;;0;8;0;22;;0;0;;0;0;192;192;0;0;2;1;;0;0,947098398;0,052901602;31;;1;0;0;;80;80;
Ukraine;121496;Serhiy Kulish;Japan;61;Summer;2020;Small-Bore Rifle, Three Positions, 50 metres, Men;0;;0;;Valeur null et 0;Vrai;;18000731;Male;Shooting;1;1;27;27;14;;;0;;;0;13;0;8;;0;0;;0;0;176;176;0;0;2;1;;0;0,948127828;0,051872172;14;;1;0;0;;64;64;
Egypt;122405;Azmy Mehelba;Japan;61;Summer;2020;Skeet, Men;0;;0;;Valeur null et 0;Vrai;;18000740;Male;Shooting;1;1;29;29;11;;;0;;;0;13;0;19;;0;0;;0;0;172;172;0;0;2;1;;0;0,947562429;0,052437571;11;;1;0;0;;77;77;
Sweden;121140;Stefan Nilsson;Japan;61;Summer;2020;Skeet, Men;0;;0;;Valeur null et 0;Vrai;;18000740;Male;Shooting;1;1;30;30;6;;;0;;;0;6;0;23;;0;0;;0;0;186;186;0;0;2;1;;0;0,901277811;0,098722189;6;;1;0;0;;89;89;
Israel;120671;Sergey Richter;Japan;61;Summer;2020;Air Rifle, 10 metres, Men;0;;0;;Valeur null et 0;Vrai;;18000728;Male;Shooting;1;1;31;31;9;;;0;;;0;11;0;27;;0;0;;0;0;180;180;0;0;2;1;;0;0,944340737;0,055659263;14;;1;0;0;;83;83;
Türkiye;122593;İsmail Keleş;Japan;61;Summer;2020;Air Pistol, 10 metres, Men;0;;0;;Valeur null et 0;Vrai;;18000720;Male;Shooting;1;1;32;32;24;;;0;;;0;17;0;25;;0;0;;0;0;168;168;0;0;2;1;;0;0,952009022;0,047990978;24;;1;0;0;;70;70;
Croatia;117298;Petar Gorša;Japan;61;Summer;2020;Small-Bore Rifle, Three Positions, 50 metres, Men;0;;0;;Valeur null et 0;Vrai;;18000731;Male;Shooting;1;1;32;32;9;;;0;;;0;12;0;5;;0;0;;0;0;180;180;0;0;2;1;;0;0,947098398;0,052901602;9;;1;0;0;;82;82;
ROC  Russian Federation;111757;Leonid Yekimov;Japan;61;Summer;2020;Rapid-Fire Pistol, 25 metres, Men;0;;0;;Valeur null et 0;Vrai;;18000723;Male;Shooting;1;1;33;33;4;;;0;;;0;7;0;11;;0;0;;0;0;182;182;0;0;2;1;;0;0,918306404;0,081693596;8;;1;0;0;;75;75;
Australia;124178;Dane Sampson;Japan;61;Summer;2020;Small-Bore Rifle, Three Positions, 50 metres, Men;0;;0;;Valeur null et 0;Vrai;;18000731;Male;Shooting;1;1;34;34;20;;;0;;;0;11;0;27;;0;0;;0;0;183;183;0;0;2;1;;0;0,944904782;0,055095218;20;;1;0;0;;89;89;
Australia;124178;Dane Sampson;Japan;61;Summer;2020;Air Rifle, 10 metres, Men;0;;0;;Valeur null et 0;Vrai;;18000728;Male;Shooting;1;1;34;34;37;;;0;;;0;13;0;30;;0;0;;0;0;183;183;0;0;2;1;;0;0,944904782;0,055095218;37;;1;0;0;;89;89;
Belarus;104859;Yury Shcherbatsevich;Japan;61;Summer;2020;Small-Bore Rifle, Three Positions, 50 metres, Men;0;;0;;Valeur null et 0;Vrai;;18000731;Male;Shooting;1;1;36;36;8;;;0;;;0;8;0;7;;0;0;;0;0;178;178;0;0;2;1;;0;0,944340737;0,055659263;18;;1;0;0;;87;87;
Slovakia;125139;Juraj Tužinský;Japan;61;Summer;2020;Air Pistol, 10 metres, Men;0;;0;;Valeur null et 0;Vrai;;18000720;Male;Shooting;1;1;36;36;4;;;0;;;0;6;0;27;;0;0;;0;0;184;184;0;0;2;1;;0;0,904510296;0,095489704;4;;1;0;0;;73;73;
Kazakhstan;117303;Yury Yurkov;Japan;61;Summer;2020;Small-Bore Rifle, Three Positions, 50 metres, Men;0;;0;;Valeur null et 0;Vrai;;18000731;Male;Shooting;1;1;37;37;27;;;0;;;0;9;0;14;;0;0;;0;0;176;176;0;0;2;1;;0;0,944340737;0,055659263;29;;1;0;0;;83;83;
Kazakhstan;117303;Yury Yurkov;Japan;61;Summer;2020;Air Rifle, 10 metres, Men;0;;0;;Valeur null et 0;Vrai;;18000728;Male;Shooting;1;1;37;37;42;;;0;;;0;10;0;36;;0;0;;0;0;176;176;0;0;2;1;;0;0,944340737;0,055659263;44;;1;0;0;;83;83;
India;117322;Sanjeev Rajput;Japan;61;Summer;2020;Small-Bore Rifle, Three Positions, 50 metres, Men;0;;0;;Valeur null et 0;Vrai;;18000731;Male;Shooting;1;1;39;39;26;;;0;;;0;28;0;32;;0;0;;0;0;180;180;0;0;2;1;;0;0,952528879;0,047471121;26;;1;0;0;;69;69;
Czech Republic;125226;Jan Micka;Japan;61;Summer;2020;1,500 metres Freestyle, Men;0;;0;;Valeur null et 0;Vrai;;19000054;Male;Swimming;1;1;25;25;12;;;0;;;0;12;0;23;;0;0;;0;0;183;183;0;0;2;1;;0;0,948967506;0,051032494;12;;1;0;0;;76;76;
Greece;125506;Andreas Vazaios;Japan;61;Summer;2020;200 metres Individual Medley, Men;0;;0;;Valeur null et 0;Vrai;;19000140;Male;Swimming;1;1;26;26;11;;;0;;;0;13;0;24;;0;0;;0;0;190;190;0;0;2;1;;0;0,940843428;0,059156572;11;;1;0;0;;85;85;
Malta;121317;Andrew Chetcuti;Japan;61;Summer;2020;100 metres Freestyle, Men;0;;0;;Valeur null et 0;Vrai;;19000014;Male;Swimming;1;1;28;28;39;;;0;;;0;47;0;49;;0;0;;0;0;177;177;0;0;2;1;;0;0,960810374;0,039189626;51;;1;0;0;;72;72;
Luxembourg;115588;Raphaël Stacchiotti;Japan;61;Summer;2020;200 metres Individual Medley, Men;0;;0;;Valeur null et 0;Vrai;;19000140;Male;Swimming;1;1;28;28;17;;;0;;;0;20;0;42;;0;0;;0;0;183;183;0;0;2;1;;0;0,948967506;0,051032494;21;;1;0;0;;78;78;
Ukraine;121503;Serhiy Frolov;Japan;61;Summer;2020;1,500 metres Freestyle, Men;0;;0;;Valeur null et 0;Vrai;;19000054;Male;Swimming;1;1;28;28;10;;;0;;;0;7;0;8;;0;0;;0;0;190;190;0;0;2;1;;0;0,940843428;0,059156572;17;;1;0;0;;84;84;
Israel;120744;Yakov Toumarkin;Japan;61;Summer;2020;200 metres Backstroke, Men;0;;0;;Valeur null et 0;Vrai;;19000083;Male;Swimming;1;1;28;28;7;;;0;;;0;6;0;28;;0;0;;0;0;192;192;0;0;2;1;;0;0,937218469;0,062781531;15;;1;0;0;;90;90;
Israel;120744;Yakov Toumarkin;Japan;61;Summer;2020;100 metres Backstroke, Men;0;;0;;Valeur null et 0;Vrai;;19000071;Male;Swimming;1;1;28;28;24;;;0;;;0;7;0;31;;0;0;;0;0;192;192;0;0;2;1;;0;0,937218469;0,062781531;27;;1;0;0;;90;90;
Brazil;122416;Leonardo de Deus;Japan;61;Summer;2020;200 metres Butterfly, Men;0;;0;;Valeur null et 0;Vrai;;19000129;Male;Swimming;1;1;29;29;13;;;0;;;0;13;0;6;;0;0;;0;0;175;175;0;0;2;1;;0;0,948967506;0,051032494;13;;1;0;0;;70;70;
Hungary;125851;Gergely Gyurta;Japan;61;Summer;2020;1,500 metres Freestyle, Men;0;;0;;Valeur null et 0;Vrai;;19000054;Male;Swimming;1;1;29;29;12;;;0;;;0;13;0;15;;0;0;;0;0;178;178;0;0;2;1;;0;0,948967506;0,051032494;19;;1;0;0;;72;72;
Poland;123594;Radosław Kawęcki;Japan;61;Summer;2020;200 metres Backstroke, Men;0;;0;;Valeur null et 0;Vrai;;19000083;Male;Swimming;1;1;29;29;4;;;0;;;0;10;0;6;;0;0;;0;0;189;189;0;0;2;1;;0;0,948967506;0,051032494;17;;1;0;0;;76;76;
Hungary;115832;Dominik Kozma;Japan;61;Summer;2020;200 metres Freestyle, Men;0;;0;;Valeur null et 0;Vrai;;19000028;Male;Swimming;1;1;29;29;10;;;0;;;0;4;0;30;;0;0;;0;0;193;193;0;0;2;1;;0;0,937218469;0,062781531;15;;1;0;0;;90;90;
Germany;125905;Philip Heintz;Japan;61;Summer;2020;200 metres Individual Medley, Men;0;;0;;Valeur null et 0;Vrai;;19000140;Male;Swimming;1;1;29;29;6;;;0;;;0;5;0;13;;0;0;;0;0;194;194;0;0;2;1;;0;0,902143455;0,097856545;6;;1;0;0;;85;85;
Japan;116808;Ryosuke Irie;Japan;61;Summer;2020;100 metres Backstroke, Men;0;;0;;Valeur null et 0;Vrai;;19000071;Male;Swimming;1;1;30;30;3;;;0;;;0;16;0;9;;0;0;;0;0;178;178;0;0;2;1;;0;0,946446804;0,053553196;7;;1;0;0;;64;64;
Germany;125906;Marco Koch;Japan;61;Summer;2020;200 metres Breaststroke, Men;0;;0;;Valeur null et 0;Vrai;;19000106;Male;Swimming;1;1;30;30;7;;;0;;;0;7;0;20;;0;0;;0;0;185;185;0;0;2;1;;0;0,932268535;0,067731465;7;;1;0;0;;83;83;
Tonga;125370;Amini Fonua;Japan;61;Summer;2020;100 metres Breaststroke, Men;0;;0;;Valeur null et 0;Vrai;;19000094;Male;Swimming;1;1;31;31;41;;;0;;;0;42;0;;;0;0;;0;0;186;186;0;0;2;1;;0;0,959314318;0,040685682;45;;1;0;0;;80;80;
Finland;120506;Ari-Pekka Liukkonen;Japan;61;Summer;2020;50 metres Freestyle, Men;0;;0;;Valeur null et 0;Vrai;;19000000;Male;Swimming;1;1;31;31;24;;;0;;;0;9;0;26;;0;0;;0;0;208;208;0;0;2;1;;0;0,934082269;0,065917731;24;;1;0;0;;92;92;
Hungary;125861;Dávid Verrasztó;Japan;61;Summer;2020;400 metres Individual Medley, Men;0;;0;;Valeur null et 0;Vrai;;19000151;Male;Swimming;1;1;32;32;12;;;0;;;0;26;0;4;;0;0;;0;0;180;180;0;0;2;1;;0;0,953300823;0,046699177;12;;1;0;0;;78;78;
Brazil;115603;Guilherme Guido;Japan;61;Summer;2020;100 metres Backstroke, Men;0;;0;;Valeur null et 0;Vrai;;19000071;Male;Swimming;1;1;33;33;14;;;0;;;0;15;0;15;;0;0;;0;0;194;194;0;0;2;1;;0;0,946377041;0,053622959;14;;1;0;0;;90;90;
Great Britain  Paraguay;115631;Ben Hockin;Japan;61;Summer;2020;100 metres Freestyle, Men;0;;0;;Valeur null et 0;Vrai;;19000014;Male;Swimming;1;1;34;34;32;;;0;;;0;45;0;44;;0;0;;0;0;195;195;0;0;2;1;;0;0,953813623;0,046186377;44;;1;0;0;;90;90;
Vanuatu;126068;Yoshua Shing;Japan;61;Summer;2020;Singles, Men;0;;0;;Valeur null et 0;Vrai;;19003870;Male;Table Tennis;1;1;27;27;65;;;0;;;0;58;0;49;;0;0;;0;0;173;173;0;0;2;1;;0;0,960157375;0,039842625;65;;1;0;0;;65;65;
Egypt;122290;Omar Assar;Japan;61;Summer;2020;Singles, Men;0;;0;;Valeur null et 0;Vrai;;19003870;Male;Table Tennis;1;1;29;29;33;;;0;;;0;8;0;5;;0;0;;0;0;196;196;0;0;2;1;;0;0,926165207;0,073834793;33;;1;0;0;;93;93;
Great Britain;122677;Paul Drinkhall;Japan;61;Summer;2020;Singles, Men;0;;0;;Valeur null et 0;Vrai;;19003870;Male;Table Tennis;1;1;30;30;9;;;0;;;0;10;0;17;;0;0;;0;0;176;176;0;0;2;1;;0;0,942224425;0,057775575;9;;1;0;0;;80;80;
Ukraine;117544;Kou Lei;Japan;61;Summer;2020;Singles, Men;0;;0;;Valeur null et 0;Vrai;;19003870;Male;Table Tennis;1;1;33;33;9;;;0;;;0;48;0;33;;0;0;;0;0;176;176;0;0;2;1;;0;0,952009022;0,047990978;9;;1;0;0;;74;74;
Portugal;117545;Tiago Apolónia;Japan;61;Summer;2020;Singles, Men;0;;0;;Valeur null et 0;Vrai;;19003870;Male;Table Tennis;1;1;34;34;17;;;0;;;0;49;0;33;;0;0;;0;0;185;185;0;0;2;1;;0;0,952009022;0,047990978;17;;1;0;0;;73;73;
Croatia;117525;Andrej Gaćina;Japan;61;Summer;2020;Singles, Men;0;;0;;Valeur null et 0;Vrai;;19003870;Male;Table Tennis;1;1;34;34;9;;;0;;;0;13;0;33;;0;0;;0;0;185;185;0;0;2;1;;0;0,944340737;0,055659263;17;;1;0;0;;85;85;
Austria;117512;Robert Gardos;Japan;61;Summer;2020;Singles, Men;0;;0;;Valeur null et 0;Vrai;;19003870;Male;Table Tennis;1;1;41;41;33;;;0;;;0;45;0;33;;0;0;;0;0;178;178;0;0;2;1;;0;0,952009022;0,047990978;33;;1;0;0;;72;72;
Gabon;120826;Anthony Obame;Japan;61;Summer;2020;Heavyweight, Men;0;;0;;Valeur null et 0;Vrai;;19004378;Male;Taekwondo;1;1;32;32;2;;;0;;;0;10;0;11;;0;0;;0;0;190;190;0;0;2;1;;0;0,861054920;0,138945080;11;;1;0;0;;97;97;
Italy;123114;Fabio Fognini;Japan;61;Summer;2020;Singles, Men;0;;0;;Valeur null et 0;Vrai;;19004600;Male;Tennis;1;1;33;33;9;;;0;;;0;46;0;9;;0;0;;0;0;179;179;0;0;2;1;;0;0,952009022;0,047990978;9;;1;0;0;;77;77;
Uzbekistan;121725;Denis Istomin;Japan;61;Summer;2020;Singles, Men;0;;0;;Valeur null et 0;Vrai;;19004600;Male;Tennis;1;1;34;34;9;;;0;;;0;18;0;33;;0;0;;0;0;188;188;0;0;2;1;;0;0,944904782;0,055095218;33;;1;0;0;;88;88;
Germany;134250;Philipp Kohlschreiber;Japan;61;Summer;2020;Singles, Men;0;;0;;Valeur null et 0;Vrai;;19004600;Male;Tennis;1;1;37;37;17;;;0;;;0;22;0;33;;0;0;;0;0;178;178;0;0;2;1;;0;0,948110401;0,051889599;17;;1;0;0;;70;70;
Spain;124329;Mario Mola;Japan;61;Summer;2020;Olympic Distance, Men;0;;0;;Valeur null et 0;Vrai;;18000690;Male;Triathlon;1;1;30;30;8;;;0;;;0;6;0;10;;0;0;;0;0;178;178;0;0;2;1;;0;0,911951651;0,088048349;8;;1;0;0;;63;63;
Portugal;122648;João Silva;Japan;61;Summer;2020;Olympic Distance, Men;0;;0;;Valeur null et 0;Vrai;;18000690;Male;Triathlon;1;1;31;31;9;;;0;;;0;44;0;23;;0;0;;0;0;170;170;0;0;2;1;;0;0,952528879;0,047471121;35;;1;0;0;;60;60;
France;121406;Vincent Luis;Japan;61;Summer;2020;Olympic Distance, Men;0;;0;;Valeur null et 0;Vrai;;18000690;Male;Triathlon;1;1;31;31;7;;;0;;;0;18;0;13;;0;0;;0;0;177;177;0;0;2;1;;0;0,949630580;0,050369420;7;;1;0;0;;65;65;
Mexico;122493;Crisanto Grajales;Japan;61;Summer;2020;Olympic Distance, Men;0;;0;;Valeur null et 0;Vrai;;18000690;Male;Triathlon;1;1;33;33;12;;;0;;;0;43;0;31;;0;0;;0;0;166;166;0;0;2;1;;0;0,952528879;0,047471121;12;;1;0;0;;60;60;
Hungary;125958;Péter Nagy;Japan;61;Summer;2020;Super-Heavyweight, Men;0;;0;;Valeur null et 0;Vrai;;19002074;Male;Weightlifting;1;1;34;34;9;;;0;;;0;7;0;7;;0;0;;0;0;192;192;0;0;2;1;;0;0,908466388;0,091533612;10;;1;0;0;;160;160;
Uzbekistan;125240;Muminzhon Abdullayev;Japan;61;Summer;2020;Super-Heavyweight, Greco-Roman, Men;0;;0;;Valeur null et 0;Vrai;;19009445;Male;Wrestling;1;1;31;31;15;;;0;;;0;8;0;7;;0;0;;0;0;190;190;0;0;2;1;;0;0,874687718;0,125312282;15;;1;0;0;;130;130;
Morocco  Tunisia;123298;Zied Ait Ouagram;Japan;61;Summer;2020;Middleweight, Greco-Roman, Men;0;;0;;Valeur null et 0;Vrai;;19009358;Male;Wrestling;1;1;32;32;17;;;0;;;0;14;0;;;0;0;;0;0;191;191;0;0;2;1;;0;0,917544720;0,082455280;19;;1;0;0;;75;75;
Canada;111544;Crispin Duenas;Japan;61;Summer;2020;Individual, Men;0;;0;;Valeur null et 0;Vrai;;18000492;Male;Archery;1;1;34;34;17;;;0;;;0;25;0;9;;0;0;;0;0;172;172;0;0;3;1;;0;0,947098398;0,052901602;17;;1;0;0;;81;81;
Japan;111925;Kohei Uchimura;Japan;61;Summer;2020;Parallel Bars, Men;0;;0;;Valeur null et 0;Vrai;;19009140;Male;Artistic Gymnastics;1;1;31;31;;;;0;;;0;27;0;;;0;0;;0;0;160;160;0;0;3;1;;0;0,965936808;0,034063192;;;1;0;0;;54;54;
Japan;111925;Kohei Uchimura;Japan;61;Summer;2020;Horizontal Bar, Men;0;;0;;Valeur null et 0;Vrai;;19009143;Male;Artistic Gymnastics;1;1;31;31;;;;0;;;0;28;0;;;0;0;;0;0;160;160;0;0;3;1;;0;0,965936808;0,034063192;;;1;0;0;;54;54;
Israel;111968;Aleksandr Shatilov;Japan;61;Summer;2020;Floor Exercise, Men;0;;0;;Valeur null et 0;Vrai;;19009130;Male;Artistic Gymnastics;1;1;33;33;6;;;0;;;0;63;0;;;0;0;;0;0;182;182;0;0;3;1;;0;0,967298623;0,032701377;;;1;0;0;;77;77;
Netherlands;111970;Epke Zonderland;Japan;61;Summer;2020;Horizontal Bar, Men;0;;0;;Valeur null et 0;Vrai;;19009143;Male;Artistic Gymnastics;1;1;34;34;1;;;0;;;0;9;0;;;0;0;;0;0;173;173;0;0;3;1;;0;0,942086555;0,057913445;7;;1;0;0;;69;69;
Belgium;114990;Kévin Borlée;Japan;61;Summer;2020;400 metres, Men;0;;0;;Valeur null et 0;Vrai;;19000394;Male;Athletics;1;1;32;32;5;;;0;;;0;34;0;;;0;0;;0;0;180;180;0;0;3;1;;0;0,952528879;0,047471121;;;1;0;0;;67;67;
Greece;115092;Kostas Douvalidis;Japan;61;Summer;2020;110 metres Hurdles, Men;0;;0;;Valeur null et 0;Vrai;;19000438;Male;Athletics;1;1;33;33;;;;0;;;0;36;0;;;0;0;;0;0;181;181;0;0;3;1;;0;0,954163727;0,045836273;;;1;0;0;;78;78;
Syrian Arab Republic;114941;Majed Ghazal;Japan;61;Summer;2020;High Jump, Men;0;;0;;Valeur null et 0;Vrai;;19000482;Male;Athletics;1;1;33;33;7;;;0;;;0;30;0;1912;;0;0;;0;0;205;205;0;0;3;1;;0;0,953761094;0,046238906;7;;1;0;0;;72;72;
Canada;114952;Mike Mason;Japan;61;Summer;2020;High Jump, Men;0;;0;;Valeur null et 0;Vrai;;19000482;Male;Athletics;1;1;34;34;7;;;0;;;0;27;0;1412;;0;0;;0;0;186;186;0;0;3;1;;0;0,952528879;0,047471121;1812;;1;0;0;;67;67;
Lithuania;114657;Marius Žiūkas;Japan;61;Summer;2020;20 kilometres Race Walk, Men;0;;0;;Valeur null et 0;Vrai;;19000480;Male;Athletics;1;1;35;35;26;;;0;;;0;47;0;33;;0;0;;0;0;185;185;0;0;3;1;;0;0,952009022;0,047990978;26;;1;0;0;;72;72;
Islamic Republic of Iran;114708;Ehsan Haddadi;Japan;61;Summer;2020;Discus Throw, Men;0;;0;;Valeur null et 0;Vrai;;19000543;Male;Athletics;1;1;35;35;2;;;0;;;0;17;0;;;0;0;;0;0;192;192;0;0;3;1;;0;0,941729171;0,058270829;;;1;0;0;;120;120;
Portugal;105596;Nelson Évora;Japan;61;Summer;2020;Triple Jump, Men;0;;0;;Valeur null et 0;Vrai;;19000509;Male;Athletics;1;1;36;36;1;;;0;;;0;6;0;;;0;0;;0;0;182;182;0;0;3;1;;0;0,912736728;0,087263272;6;;1;0;0;;72;72;
Serbia;114519;Asmir Kolašinac;Japan;61;Summer;2020;Shot Put, Men;0;;0;;Valeur null et 0;Vrai;;19000526;Male;Athletics;1;1;36;36;7;;;0;;;0;28;0;;;0;0;;0;0;187;187;0;0;3;1;;0;0,956426380;0,043573620;;;1;0;0;;140;140;
Finland;115431;Jarkko Kinnunen;Japan;61;Summer;2020;50 kilometres Race Walk, Men;0;;0;;Valeur null et 0;Vrai;;19000481;Male;Athletics;1;1;36;36;12;;;0;;;0;42;0;26;;0;0;;0;0;188;188;0;0;3;1;;0;0,952528879;0,047471121;23;;1;0;0;;69;69;
The Bahamas;114940;Donald Thomas;Japan;61;Summer;2020;High Jump, Men;0;;0;;Valeur null et 0;Vrai;;19000482;Male;Athletics;1;1;36;36;7;;;0;;;0;12;0;;;0;0;;0;0;191;191;0;0;3;1;;0;0,943888078;0,056111922;7;;1;0;0;;81;81;
Mexico;115428;Horacio Nava;Japan;61;Summer;2020;50 kilometres Race Walk, Men;0;;0;;Valeur null et 0;Vrai;;19000481;Male;Athletics;1;1;38;38;6;;;0;;;0;41;0;44;;0;0;;0;0;181;181;0;0;3;1;;0;0,952528879;0,047471121;13;;1;0;0;;65;65;
Italy;115435;Marco De Luca;Japan;61;Summer;2020;50 kilometres Race Walk, Men;0;;0;;Valeur null et 0;Vrai;;19000481;Male;Athletics;1;1;39;39;14;;;0;;;0;37;0;;;0;0;;0;0;188;188;0;0;3;1;;0;0,952009022;0,047990978;21;;1;0;0;;70;70;
Ukraine;115508;Oleksandr Sitkovskyi;Japan;61;Summer;2020;Marathon, Men;0;;0;;Valeur null et 0;Vrai;;19000437;Male;Athletics;1;1;42;42;12;;;0;;;0;58;0;;;0;0;;0;0;184;184;0;0;3;1;;0;0,952528879;0,047471121;20;;1;0;0;;68;68;
France;115453;Yohann Diniz;Japan;61;Summer;2020;50 kilometres Race Walk, Men;0;;0;;Valeur null et 0;Vrai;;19000481;Male;Athletics;1;1;42;42;8;;;0;;;0;5;0;;;0;0;;0;0;185;185;0;0;3;1;;0;0,919160339;0,080839661;8;;1;0;0;;66;66;
Portugal;105530;João Vieira;Japan;61;Summer;2020;50 kilometres Race Walk, Men;0;;0;;Valeur null et 0;Vrai;;19000481;Male;Athletics;1;1;44;44;;;;0;;;0;51;0;5;;0;0;;0;0;175;175;0;0;3;1;;0;0,954661355;0,045338645;;;1;0;0;;60;60;
Estonia;112466;Raul Must;Japan;61;Summer;2020;Singles, Men;0;;0;;Valeur null et 0;Vrai;;19005200;Male;Badminton;1;1;33;33;14;;;0;;;0;31;0;15;;0;0;;0;0;176;176;0;0;3;1;;0;0,952009022;0,047990978;14;;1;0;0;;70;70;
Guatemala;112838;Kevin Cordón;Japan;61;Summer;2020;Singles, Men;0;;0;;Valeur null et 0;Vrai;;19005200;Male;Badminton;1;1;34;34;9;;;0;;;0;7;0;4;;0;0;;0;0;180;180;0;0;3;1;;0;0,947098398;0,052901602;;;1;0;0;;80;80;
Spain;112469;Pablo Abián;Japan;61;Summer;2020;Singles, Men;0;;0;;Valeur null et 0;Vrai;;19005200;Male;Badminton;1;1;35;35;14;;;0;;;0;33;0;15;;0;0;;0;0;177;177;0;0;3;1;;0;0,952528879;0,047471121;14;;1;0;0;;68;68;
Vietnam;112836;Nguyễn Tiến Minh;Japan;61;Summer;2020;Singles, Men;0;;0;;Valeur null et 0;Vrai;;19005200;Male;Badminton;1;1;37;37;14;;;0;;;0;41;0;15;;0;0;;0;0;168;168;0;0;3;1;;0;0,962519356;0,037480644;14;;1;0;0;;60;60;
Spain;116473;Ander Elosegi;Japan;61;Summer;2020;Canadian Singles, Slalom, Men;0;;0;;Valeur null et 0;Vrai;;19006320;Male;Canoe Slalom;1;1;33;33;4;;;0;;;0;4;0;8;;0;0;;0;0;186;186;0;0;3;1;;0;0,919870152;0,080129848;8;;1;0;0;;80;80;
Australia;113265;Daniel McConnell;Japan;61;Summer;2020;Cross-Country, Men;0;;0;;Valeur null et 0;Vrai;;19001704;Male;Cycling Mountain Bike;1;1;35;35;16;;;0;;;0;29;0;30;;0;0;;0;0;180;180;0;0;3;1;;0;0,952009022;0,047990978;16;;1;0;0;;70;70;
Japan;113267;Kohei Yamamoto;Japan;61;Summer;2020;Cross-Country, Men;0;;0;;Valeur null et 0;Vrai;;19001704;Male;Cycling Mountain Bike;1;1;35;35;21;;;0;;;0;32;0;29;;0;0;;0;0;182;182;0;0;3;1;;0;0,952528879;0,047471121;21;;1;0;0;;69;69;
