Athl Country;Athl Id;Athlete;Ed Country;Ed Id;Ed Type;Ed Year;Event;F1_SCore Transfo (copie);FNR (copie);FPR (copie);PRECISION (copie);PRECISION (copie) (groupe);Prediction Correct;RAPPEL (copie);Result Id;Sex;Sport;1;ACCURACY;Age;Age Not Null;Best Rank;Calcul F1_SCORE;Calcul FNR;Calcul FPR;Calcul PRECISION;Calcul RAPPEL;Eval Pred Pred 2;Event Med Pred;Event Med Pred 2;F Rank;F1_SCORE;F1_SCore Transfo;FN;FNR;FP;FPR;Height;Height Not Null;Medal N;Medal N1;Nb Participation;NB_TRUE;PRECISION;Prediction;Proba 0;Proba 1;Rank N1;RAPPEL;TN;Total Medals;TP;TPR;Weight;Weight Not Null;Wrong Medal Prediction
Panama;125518;Alonso Edward;Japan;61;Summer;2020;200 metres, Men;0;;0;;Valeur null et 0;Vrai;;19000379;Male;Athletics;1;1;31;31;7;;;0;;;0;40;0;;;0;0;;0;0;181;181;0;0;2;1;;0;0,959766192;0,040233808;7;;1;0;0;;76;76;
Kazakhstan;126491;Georgy Sheyko;Japan;61;Summer;2020;20 kilometres Race Walk, Men;0;;0;;Valeur null et 0;Vrai;;19000480;Male;Athletics;1;1;31;31;34;;;0;;;0;50;0;39;;0;0;;0;0;184;184;0;0;2;1;;0;0,952528879;0,047471121;34;;1;0;0;;68;68;
Individual Olympic Athletes  Netherlands;125054;Liemarvin Bonevacia;Japan;61;Summer;2020;400 metres, Men;0;;0;;Valeur null et 0;Vrai;;19000394;Male;Athletics;1;1;31;31;;;;0;;;0;47;0;8;;0;0;;0;0;185;185;0;0;2;1;;0;0,963823212;0,036176788;;;1;0;0;;74;74;
Poland;122141;Paweł Wojciechowski;Japan;61;Summer;2020;Pole Vault, Men;0;;0;;Valeur null et 0;Vrai;;19000487;Male;Athletics;1;1;31;31;1612;;;0;;;0;11;0;;;0;0;;0;0;190;190;0;0;2;1;;0;0,944340737;0,055659263;1612;;1;0;0;;85;85;
Oman;125145;Barakat Al-Harthi;Japan;61;Summer;2020;100 metres, Men;0;;0;;Valeur null et 0;Vrai;;19000360;Male;Athletics;1;1;32;32;;;;0;;;0;77;0;;;0;0;;0;0;173;173;0;0;2;1;;0;0,964219902;0,035780098;;;1;0;0;;67;67;
Greece;124678;Alexandros Papamikhail;Japan;61;Summer;2020;50 kilometres Race Walk, Men;0;;0;;Valeur null et 0;Vrai;;19000481;Male;Athletics;1;1;32;32;22;;;0;;;0;46;0;36;;0;0;;0;0;178;178;0;0;2;1;;0;0,952528879;0,047471121;28;;1;0;0;;63;63;
Eswatini;124645;Sibusiso Matsenjwa;Japan;61;Summer;2020;200 metres, Men;0;;0;;Valeur null et 0;Vrai;;19000379;Male;Athletics;1;1;32;32;;;;0;;;0;41;0;;;0;0;;0;0;180;180;0;0;2;1;;0;0,960070759;0,039929241;;;1;0;0;;82;82;
Spain;126029;Miguel Ángel López;Japan;61;Summer;2020;20 kilometres Race Walk, Men;0;;0;;Valeur null et 0;Vrai;;19000480;Male;Athletics;1;1;32;32;5;;;0;;;0;49;0;31;;0;0;;0;0;181;181;0;0;2;1;;0;0,952009022;0,047990978;11;;1;0;0;;70;70;
Ukraine;122550;Andriy Protsenko;Japan;61;Summer;2020;High Jump, Men;0;;0;;Valeur null et 0;Vrai;;19000482;Male;Athletics;1;1;32;32;4;;;0;;;0;4;0;1412;;0;0;;0;0;194;194;0;0;2;1;;0;0,886640739;0,113359261;4;;1;0;0;;80;80;
People's Republic of China;122508;Dong Guojian;Japan;61;Summer;2020;Marathon, Men;0;;0;;Valeur null et 0;Vrai;;19000437;Male;Athletics;1;1;33;33;29;;;0;;;0;8;0;57;;0;0;;0;0;170;170;0;0;2;1;;0;0,911520799;0,088479201;29;;1;0;0;;55;55;
Slovakia;125134;Marcel Lomnický;Japan;61;Summer;2020;Hammer Throw, Men;0;;0;;Valeur null et 0;Vrai;;19000560;Male;Athletics;1;1;33;33;5;;;0;;;0;6;0;;;0;0;;0;0;177;177;0;0;2;1;;0;0,893414094;0,106585906;5;;1;0;0;;106;106;
Malaysia;114957;Lee Hup Wei;Japan;61;Summer;2020;High Jump, Men;0;;0;;Valeur null et 0;Vrai;;19000482;Male;Athletics;1;1;33;33;2912;;;0;;;0;28;0;;;0;0;;0;0;178;178;0;0;2;1;;0;0,952528879;0,047471121;2912;;1;0;0;;62;62;
Ukraine;127112;Serhiy Smelyk;Japan;61;Summer;2020;200 metres, Men;0;;0;;Valeur null et 0;Vrai;;19000379;Male;Athletics;1;1;33;33;;;;0;;;0;37;0;;;0;0;;0;0;178;178;0;0;2;1;;0;0,954163727;0,045836273;;;1;0;0;;72;72;
France;125930;Benjamin Compaoré;Japan;61;Summer;2020;Triple Jump, Men;0;;0;;Valeur null et 0;Vrai;;19000509;Male;Athletics;1;1;33;33;6;;;0;;;0;8;0;;;0;0;;0;0;189;189;0;0;2;1;;0;0,944340737;0,055659263;10;;1;0;0;;83;83;
Argentina;115365;Germán Chiaraviglio;Japan;61;Summer;2020;Pole Vault, Men;0;;0;;Valeur null et 0;Vrai;;19000487;Male;Athletics;1;1;33;33;11;;;0;;;0;29;0;;;0;0;;0;0;195;195;0;0;2;1;;0;0,954070186;0,045929814;11;;1;0;0;;84;84;
Ireland;123954;Brendan Boyce;Japan;61;Summer;2020;50 kilometres Race Walk, Men;0;;0;;Valeur null et 0;Vrai;;19000481;Male;Athletics;1;1;34;34;19;;;0;;;0;38;0;10;;0;0;;0;0;183;183;0;0;2;1;;0;0,952009022;0,047990978;19;;1;0;0;;76;76;
Greece;124680;Kostas Filippidis;Japan;61;Summer;2020;Pole Vault, Men;0;;0;;Valeur null et 0;Vrai;;19000487;Male;Athletics;1;1;34;34;6;;;0;;;0;16;0;2212;;0;0;;0;0;187;187;0;0;2;1;;0;0,949080681;0,050919319;7;;1;0;0;;74;74;
Australia;114626;Jeff Riseley;Japan;61;Summer;2020;800 metres, Men;0;;0;;Valeur null et 0;Vrai;;19000408;Male;Athletics;1;1;34;34;;;;0;;;0;36;0;;;0;0;;0;0;192;192;0;0;2;1;;0;0,954163727;0,045836273;;;1;0;0;;74;74;
Mexico;121350;José Leyver Ojeda;Japan;61;Summer;2020;50 kilometres Race Walk, Men;0;;0;;Valeur null et 0;Vrai;;19000481;Male;Athletics;1;1;35;35;25;;;0;;;0;43;0;15;;0;0;;0;0;164;164;0;0;2;1;;0;0,952528879;0,047471121;25;;1;0;0;;60;60;
Botswana;120888;Isaac Makwala;Japan;61;Summer;2020;400 metres, Men;0;;0;;Valeur null et 0;Vrai;;19000394;Male;Athletics;1;1;35;35;;;;0;;;0;46;0;7;;0;0;;0;0;185;185;0;0;2;1;;0;0,963823212;0,036176788;;;1;0;0;;78;78;
Cyprus;122321;Apostolos Parellis;Japan;61;Summer;2020;Discus Throw, Men;0;;0;;Valeur null et 0;Vrai;;19000543;Male;Athletics;1;1;35;35;8;;;0;;;0;7;0;;;0;0;;0;0;186;186;0;0;2;1;;0;0,916646857;0,083353143;8;;1;0;0;;110;110;
New Zealand;126178;Quentin Rew;Japan;61;Summer;2020;50 kilometres Race Walk, Men;0;;0;;Valeur null et 0;Vrai;;19000481;Male;Athletics;1;1;36;36;12;;;0;;;0;47;0;16;;0;0;;0;0;174;174;0;0;2;1;;0;0,952528879;0,047471121;12;;1;0;0;;60;60;
Ecuador;114660;Andrés Chocho;Japan;61;Summer;2020;50 kilometres Race Walk, Men;0;;0;;Valeur null et 0;Vrai;;19000481;Male;Athletics;1;1;37;37;;;;0;;;0;52;0;19;;0;0;;0;0;170;170;0;0;2;1;;0;0,954661355;0,045338645;;;1;0;0;;66;66;
Romania;122883;Marius Cocioran;Japan;61;Summer;2020;50 kilometres Race Walk, Men;0;;0;;Valeur null et 0;Vrai;;19000481;Male;Athletics;1;1;37;37;36;;;0;;;0;44;0;24;;0;0;;0;0;173;173;0;0;2;1;;0;0,952528879;0,047471121;;;1;0;0;;64;64;
South Africa;126887;Marc Mundell;Japan;61;Summer;2020;50 kilometres Race Walk, Men;0;;0;;Valeur null et 0;Vrai;;19000481;Male;Athletics;1;1;37;37;29;;;0;;;0;39;0;40;;0;0;;0;0;189;189;0;0;2;1;;0;0,952009022;0,047990978;38;;1;0;0;;77;77;
Cuba  Spain;105722;Lois Maikel Martínez;Japan;61;Summer;2020;Discus Throw, Men;0;;0;;Valeur null et 0;Vrai;;19000543;Male;Athletics;1;1;39;39;;;;0;;;0;30;0;;;0;0;;0;0;187;187;0;0;2;1;;0;0,958391423;0,041608577;;;1;0;0;;120;120;
Brazil;123438;Paulo Roberto Paula;Japan;61;Summer;2020;Marathon, Men;0;;0;;Valeur null et 0;Vrai;;19000437;Male;Athletics;1;1;41;41;8;;;0;;;0;59;0;69;;0;0;;0;0;170;170;0;0;2;1;;0;0,952528879;0,047471121;15;;1;0;0;;55;55;
Israel;122068;Misha Zilberman;Japan;61;Summer;2020;Singles, Men;0;;0;;Valeur null et 0;Vrai;;19005200;Male;Badminton;1;1;31;31;14;;;0;;;0;34;0;15;;0;0;;0;0;171;171;0;0;2;1;;0;0,952528879;0,047471121;14;;1;0;0;;61;61;
France;122477;Brice Leverdez;Japan;61;Summer;2020;Singles, Men;0;;0;;Valeur null et 0;Vrai;;19005200;Male;Badminton;1;1;34;34;14;;;0;;;0;32;0;15;;0;0;;0;0;180;180;0;0;2;1;;0;0,952009022;0,047990978;14;;1;0;0;;75;75;
Sri Lanka;121584;Niluka Karunaratne;Japan;61;Summer;2020;Singles, Men;0;;0;;Valeur null et 0;Vrai;;19005200;Male;Badminton;1;1;35;35;9;;;0;;;0;40;0;15;;0;0;;0;0;176;176;0;0;2;1;;0;0,962104553;0,037895447;14;;1;0;0;;73;73;
Ecuador;121624;Julio Castillo;Japan;61;Summer;2020;Heavyweight, Men;0;;0;;Valeur null et 0;Vrai;;19005822;Male;Boxing;1;1;32;32;9;;;0;;;0;5;0;9;;0;0;;0;0;183;183;0;0;2;1;;0;0,889013279;0,110986721;9;;1;0;0;;91;91;
Canada;126363;Michael Tayler;Japan;61;Summer;2020;Kayak Singles, Slalom, Men;0;;0;;Valeur null et 0;Vrai;;19006314;Male;Canoe Slalom;1;1;28;28;16;;;0;;;0;10;0;24;;0;0;;0;0;175;175;0;0;2;1;;0;0,948127828;0,051872172;16;;1;0;0;;69;69;
Tunisia;122055;Mohamed Mrabet;Japan;61;Summer;2020;Kayak Singles, 1,000 metres, Men;0;;0;;Valeur null et 0;Vrai;;19016119;Male;Canoe Sprint;1;1;30;30;12;;;0;;;0;8;0;24;;0;0;;0;0;182;182;0;0;2;1;;0;0,906601282;0,093398718;16;;1;0;0;;84;84;
Canada;122725;Mark de Jonge;Japan;61;Summer;2020;Kayak Singles, 200 metres, Men;0;;0;;Valeur null et 0;Vrai;;19016100;Male;Canoe Sprint;1;1;36;36;3;;;0;;;0;8;0;17;;0;0;;0;0;180;180;0;0;2;1;;0;0,910078170;0,089921830;7;;1;0;0;;91;91;
Netherlands;121811;Twan van Gendt;Japan;61;Summer;2020;BMX, Men;0;;0;;Valeur null et 0;Vrai;;19001870;Male;Cycling BMX Racing;1;1;28;28;5;;;0;;;0;5;0;16;;0;0;;0;0;178;178;0;0;2;1;;0;0,917985043;0,082014957;10;;1;0;0;;85;85;
Brazil;124147;Renato Rezende;Japan;61;Summer;2020;BMX, Men;0;;0;;Valeur null et 0;Vrai;;19001870;Male;Cycling BMX Racing;1;1;29;29;29;;;0;;;0;9;0;14;;0;0;;0;0;171;171;0;0;2;1;;0;0,947562429;0,052437571;29;;1;0;0;;72;72;
France;125019;Joris Daudet;Japan;61;Summer;2020;BMX, Men;0;;0;;Valeur null et 0;Vrai;;19001870;Male;Cycling BMX Racing;1;1;29;29;11;;;0;;;0;10;0;7;;0;0;;0;0;184;184;0;0;2;1;;0;0,947562429;0,052437571;23;;1;0;0;;78;78;
Czech Republic;125288;Ondřej Cink;Japan;61;Summer;2020;Cross-Country, Men;0;;0;;Valeur null et 0;Vrai;;19001704;Male;Cycling Mountain Bike;1;1;30;30;14;;;0;;;0;10;0;;;0;0;;0;0;178;178;0;0;2;1;;0;0,948127828;0,051872172;14;;1;0;0;;68;68;
Poland;120895;Michał Kwiatkowski;Japan;61;Summer;2020;Road Race, Individual, Men;0;;0;;Valeur null et 0;Vrai;;19001700;Male;Cycling Road;1;1;30;30;59;;;0;;;0;20;0;11;;0;0;;0;0;176;176;0;0;2;1;;0;0,950900349;0,049099651;62;;1;0;0;;66;66;
Portugal;125029;Nélson Oliveira;Japan;61;Summer;2020;Individual Time Trial, Men;0;;0;;Valeur null et 0;Vrai;;19001701;Male;Cycling Road;1;1;31;31;7;;;0;;;0;11;0;21;;0;0;;0;0;180;180;0;0;2;1;;0;0,952326818;0,047673182;7;;1;0;0;;67;67;
Portugal;125029;Nélson Oliveira;Japan;61;Summer;2020;Road Race, Individual, Men;0;;0;;Valeur null et 0;Vrai;;19001700;Male;Cycling Road;1;1;31;31;68;;;0;;;0;98;0;41;;0;0;;0;0;180;180;0;0;2;1;;0;0,955077312;0,044922688;;;1;0;0;;67;67;
Estonia;111646;Tanel Kangert;Japan;61;Summer;2020;Road Race, Individual, Men;0;;0;;Valeur null et 0;Vrai;;19001700;Male;Cycling Road;1;1;33;33;9;;;0;;;0;95;0;46;;0;0;;0;0;178;178;0;0;2;1;;0;0,955077312;0,044922688;9;;1;0;0;;66;66;
Ireland;123581;Dan Martin;Japan;61;Summer;2020;Road Race, Individual, Men;0;;0;;Valeur null et 0;Vrai;;19001700;Male;Cycling Road;1;1;34;34;13;;;0;;;0;97;0;16;;0;0;;0;0;176;176;0;0;2;1;;0;0,955077312;0,044922688;13;;1;0;0;;63;63;
Costa Rica;123498;Andrey Amador;Japan;61;Summer;2020;Road Race, Individual, Men;0;;0;;Valeur null et 0;Vrai;;19001700;Male;Cycling Road;1;1;34;34;35;;;0;;;0;91;0;68;;0;0;;0;0;183;183;0;0;2;1;;0;0,954584033;0,045415967;54;;1;0;0;;73;73;
Poland;120892;Maciej Bodnar;Japan;61;Summer;2020;Individual Time Trial, Men;0;;0;;Valeur null et 0;Vrai;;19001701;Male;Cycling Road;1;1;35;35;6;;;0;;;0;5;0;18;;0;0;;0;0;186;186;0;0;2;1;;0;0,933360313;0,066639687;6;;1;0;0;;78;78;
Poland;120892;Maciej Bodnar;Japan;61;Summer;2020;Road Race, Individual, Men;0;;0;;Valeur null et 0;Vrai;;19001700;Male;Cycling Road;1;1;35;35;83;;;0;;;0;90;0;;;0;0;;0;0;186;186;0;0;2;1;;0;0,954584033;0,045415967;;;1;0;0;;78;78;
Japan;120808;Yukiya Arashiro;Japan;61;Summer;2020;Road Race, Individual, Men;0;;0;;Valeur null et 0;Vrai;;19001700;Male;Cycling Road;1;1;36;36;27;;;0;;;0;96;0;35;;0;0;;0;0;171;171;0;0;2;1;;0;0,955077312;0,044922688;27;;1;0;0;;64;64;
Guatemala;123255;Manuel Rodas;Japan;61;Summer;2020;Road Race, Individual, Men;0;;0;;Valeur null et 0;Vrai;;19001700;Male;Cycling Road;1;1;36;36;;;;0;;;0;106;0;;;0;0;;0;0;171;171;0;0;2;1;;0;0,957100465;0,042899535;;;1;0;0;;67;67;
Malaysia;113176;Muhammad Azizulhasni Bin Awang;Japan;61;Summer;2020;Sprint, Men;0;;0;;Valeur null et 0;Vrai;;19004900;Male;Cycling Track;1;1;32;32;8;;;0;;;0;6;0;10;;0;0;;0;0;166;166;0;0;2;1;;0;0,879793782;0,120206218;8;;1;0;0;;69;69;
Germany;113170;Maximilian Levy;Japan;61;Summer;2020;Sprint, Men;0;;0;;Valeur null et 0;Vrai;;19004900;Male;Cycling Track;1;1;33;33;4;;;0;;;0;8;0;5;;0;0;;0;0;182;182;0;0;2;1;;0;0,909579841;0,090420159;9;;1;0;0;;87;87;
ROC  Russian Federation;113189;Denis Dmitriyev;Japan;61;Summer;2020;Keirin, Men;0;;0;;Valeur null et 0;Vrai;;19004957;Male;Cycling Track;1;1;34;34;13;;;0;;;0;11;0;16;;0;0;;0;0;177;177;0;0;2;1;;0;0,916942159;0,083057841;13;;1;0;0;;90;90;
Germany;113221;Roger Kluge;Japan;61;Summer;2020;Omnium, Men;0;;0;;Valeur null et 0;Vrai;;19005008;Male;Cycling Track;1;1;34;34;4;;;0;;;0;4;0;9;;0;0;;0;0;191;191;0;0;2;1;;0;0,883186424;0,116813576;6;;1;0;0;;85;85;
Mexico;123304;Iván García;Japan;61;Summer;2020;Platform, Men;0;;0;;Valeur null et 0;Vrai;;19002234;Male;Diving;1;1;27;27;7;;;0;;;0;9;0;24;;0;0;;0;0;165;165;0;0;2;1;;0;0,948127828;0,051872172;10;;1;0;0;;55;55;
Colombia;125572;Sebastián Villa;Japan;61;Summer;2020;Platform, Men;0;;0;;Valeur null et 0;Vrai;;19002234;Male;Diving;1;1;28;28;22;;;0;;;0;10;0;18;;0;0;;0;0;164;164;0;0;2;1;;0;0,948127828;0,051872172;;;1;0;0;;54;54;
ROC  Russian Federation;120522;Viktor Minibayev;Japan;61;Summer;2020;Platform, Men;0;;0;;Valeur null et 0;Vrai;;19002234;Male;Diving;1;1;29;29;4;;;0;;;0;5;0;5;;0;0;;0;0;173;173;0;0;2;1;;0;0,911951651;0,088048349;8;;1;0;0;;63;63;
ROC  Russian Federation;120521;Yevgeny Kuznetsov;Japan;61;Summer;2020;Springboard, Men;0;;0;;Valeur null et 0;Vrai;;19002200;Male;Diving;1;1;30;30;4;;;0;;;0;7;0;5;;0;0;;0;0;170;170;0;0;2;1;;0;0,888708391;0,111291609;4;;1;0;0;;64;64;
Netherlands;116678;Hans Peter Minderhoud;Japan;61;Summer;2020;Individual, Open;0;;0;;Valeur null et 0;Vrai;;19012164;Male;Equestrian Dressage;1;1;47;47;5;;;0;;;0;8;0;12;;0;0;;0;0;190;190;0;0;2;1;;0;0,934923086;0,065076914;9;;1;0;0;;75;75;
Netherlands;125692;Edward Gal;Japan;61;Summer;2020;Individual, Open;0;;0;;Valeur null et 0;Vrai;;19012164;Male;Equestrian Dressage;1;1;50;50;9;;;0;;;0;9;0;6;;0;0;;0;0;182;182;0;0;2;1;;0;0,934923086;0,065076914;20;;1;0;0;;72;72;
Sweden;121244;Ludwig Svennerstål;Japan;61;Summer;2020;Individual, Open;0;;0;;Valeur null et 0;Vrai;;19012192;Male;Equestrian Eventing;1;1;30;30;20;;;0;;;0;16;0;;;0;0;;0;0;184;184;0;0;2;1;;0;0,947562429;0,052437571;27;;1;0;0;;72;72;
Brazil;90664;Carlos Parro;Japan;61;Summer;2020;Individual, Open;0;;0;;Valeur null et 0;Vrai;;19012192;Male;Equestrian Eventing;1;1;41;41;18;;;0;;;0;42;0;32;;0;0;;0;0;179;179;0;0;2;1;;0;0,952009022;0,047990978;18;;1;0;0;;76;76;
United States;126705;Boyd Martin;Japan;61;Summer;2020;Individual, Open;0;;0;;Valeur null et 0;Vrai;;19012192;Male;Equestrian Eventing;1;1;41;41;16;;;0;;;0;3;0;20;;0;0;;0;0;188;188;0;0;2;1;;0;0,903589787;0,096410213;16;;1;0;0;;79;79;
Ireland;90709;Austin O'Connor;Japan;61;Summer;2020;Individual, Open;0;;0;;Valeur null et 0;Vrai;;19012192;Male;Equestrian Eventing;1;1;46;46;17;;;0;;;0;43;0;13;;0;0;;0;0;170;170;0;0;2;1;;0;0,952009022;0,047990978;21;;1;0;0;;70;70;
Australia;111884;Shane Rose;Japan;61;Summer;2020;Individual, Open;0;;0;;Valeur null et 0;Vrai;;19012192;Male;Equestrian Eventing;1;1;47;47;27;;;0;;;0;14;0;10;;0;0;;0;0;181;181;0;0;2;1;;0;0,947098398;0,052901602;;;1;0;0;;80;80;
Brazil;111907;Marcelo Tosi;Japan;61;Summer;2020;Individual, Open;0;;0;;Valeur null et 0;Vrai;;19012192;Male;Equestrian Eventing;1;1;51;51;22;;;0;;;0;44;0;;;0;0;;0;0;180;180;0;0;2;1;;0;0,952009022;0,047990978;44;;1;0;0;;73;73;
Sweden;121652;Henrik von Eckermann;Japan;61;Summer;2020;Individual, Open;0;;0;;Valeur null et 0;Vrai;;19012150;Male;Equestrian Jumping;1;1;39;39;23;;;0;;;0;40;0;4;;0;0;;0;0;186;186;0;0;2;1;;0;0,952009022;0,047990978;24;;1;0;0;;77;77;
New Zealand;12403;Daniel Meech;Japan;61;Summer;2020;Individual, Open;0;;0;;Valeur null et 0;Vrai;;19012150;Male;Equestrian Jumping;1;1;47;47;12;;;0;;;0;39;0;;;0;0;;0;0;174;174;0;0;2;1;;0;0,952009022;0,047990978;12;;1;0;0;;70;70;
Netherlands;116719;Marc Houtzager;Japan;61;Summer;2020;Individual, Open;0;;0;;Valeur null et 0;Vrai;;19012150;Male;Equestrian Jumping;1;1;49;49;8;;;0;;;0;12;0;21;;0;0;;0;0;192;192;0;0;2;1;;0;0,924740531;0,075259469;9;;1;0;0;;85;85;
Argentina;90644;Martín Dopazo;Japan;61;Summer;2020;Individual, Open;0;;0;;Valeur null et 0;Vrai;;19012150;Male;Equestrian Jumping;1;1;51;51;18;;;0;;;0;47;0;5212;;0;0;;0;0;179;179;0;0;2;1;;0;0,953232052;0,046767948;21;;1;0;0;;79;79;
Switzerland;12364;Beat Mändli;Japan;61;Summer;2020;Individual, Open;0;;0;;Valeur null et 0;Vrai;;19012150;Male;Equestrian Jumping;1;1;51;51;9;;;0;;;0;38;0;;;0;0;;0;0;182;182;0;0;2;1;;0;0,952009022;0,047990978;9;;1;0;0;;72;72;
Canada;11875;Mario Deslauriers;Japan;61;Summer;2020;Individual, Open;0;;0;;Valeur null et 0;Vrai;;19012150;Male;Equestrian Jumping;1;1;55;55;4;;;0;;;0;37;0;22;;0;0;;0;0;180;180;0;0;2;1;;0;0,952009022;0,047990978;;;1;0;0;;75;75;
Brazil;123704;Guilherme Toldo;Japan;61;Summer;2020;Foil, Individual, Men;0;;0;;Valeur null et 0;Vrai;;19016400;Male;Fencing;1;1;28;28;8;;;0;;;0;5;0;22;;0;0;;0;0;176;176;0;0;2;1;;0;0,911028939;0,088971061;8;;1;0;0;;70;70;
France;120056;Enzo Lefort;Japan;61;Summer;2020;Foil, Individual, Men;0;;0;;Valeur null et 0;Vrai;;19016400;Male;Fencing;1;1;29;29;17;;;0;;;0;10;0;5;;0;0;;0;0;190;190;0;0;2;1;;0;0,942224425;0,057775575;24;;1;0;0;;80;80;
Egypt;123357;Alaaeldin Abouelkassem;Japan;61;Summer;2020;Foil, Individual, Men;0;;0;;Valeur null et 0;Vrai;;19016400;Male;Fencing;1;1;30;30;2;;;0;;;0;8;0;6;;0;0;;0;0;188;188;0;0;2;1;;0;0,935748484;0,064251516;11;;1;0;0;;87;87;
Republic of Korea;124494;Gu Bon-Gil;Japan;61;Summer;2020;Sabre, Individual, Men;0;;0;;Valeur null et 0;Vrai;;19016828;Male;Fencing;1;1;31;31;9;;;0;;;0;31;0;19;;0;0;;0;0;182;182;0;0;2;1;;0;0,952009022;0,047990978;9;;1;0;0;;70;70;
Germany;124909;Max Hartung;Japan;61;Summer;2020;Sabre, Individual, Men;0;;0;;Valeur null et 0;Vrai;;19016828;Male;Fencing;1;1;31;31;5;;;0;;;0;12;0;10;;0;0;;0;0;189;189;0;0;2;1;;0;0,939858524;0,060141476;10;;1;0;0;;86;86;
ROC  Russian Federation;120336;Pavel Sukhov;Japan;61;Summer;2020;Épée, Individual, Men;0;;0;;Valeur null et 0;Vrai;;19016614;Male;Fencing;1;1;32;32;17;;;0;;;0;30;0;36;;0;0;;0;0;179;179;0;0;2;1;;0;0,952009022;0,047990978;20;;1;0;0;;75;75;
Switzerland;126351;Max Heinzer;Japan;61;Summer;2020;Épée, Individual, Men;0;;0;;Valeur null et 0;Vrai;;19016614;Male;Fencing;1;1;33;33;7;;;0;;;0;15;0;13;;0;0;;0;0;178;178;0;0;2;1;;0;0,949080681;0,050919319;7;;1;0;0;;77;77;
Germany;118195;Benjamin Kleibrink;Japan;61;Summer;2020;Foil, Individual, Men;0;;0;;Valeur null et 0;Vrai;;19016400;Male;Fencing;1;1;35;35;1;;;0;;;0;9;0;25;;0;0;;0;0;174;174;0;0;2;1;;0;0,939337862;0,060662138;17;;1;0;0;;65;65;
Islamic Republic of Iran;122837;Mojtaba Abedini;Japan;61;Summer;2020;Sabre, Individual, Men;0;;0;;Valeur null et 0;Vrai;;19016828;Male;Fencing;1;1;36;36;4;;;0;;;0;3;0;11;;0;0;;0;0;180;180;0;0;2;1;;0;0,890128302;0,109871698;4;;1;0;0;;83;83;
Hungary;118240;Tamás Decsi;Japan;61;Summer;2020;Sabre, Individual, Men;0;;0;;Valeur null et 0;Vrai;;19016828;Male;Fencing;1;1;38;38;19;;;0;;;0;13;0;29;;0;0;;0;0;178;178;0;0;2;1;;0;0,947098398;0,052901602;26;;1;0;0;;82;82;
Canada;122804;Antoine Valois-Fortier;Japan;61;Summer;2020;Half-Middleweight, Men;0;;0;;Valeur null et 0;Vrai;;18001046;Male;Judo;1;1;30;30;3;;;0;;;0;3;0;9;;0;0;;0;0;190;190;0;0;2;1;;0;0,900954098;0,099045902;7;;1;0;0;;81;81;
Great Britain;122990;Ashley McKenzie;Japan;61;Summer;2020;Extra-Lightweight, Men;0;;0;;Valeur null et 0;Vrai;;18000920;Male;Judo;1;1;31;31;9;;;0;;;0;17;0;17;;0;0;;0;0;168;168;0;0;2;1;;0;0,925521921;0,074478079;9;;1;0;0;;60;60;
Egypt;124619;Ramadan Darwish;Japan;61;Summer;2020;Half-Heavyweight, Men;0;;0;;Valeur null et 0;Vrai;;18001130;Male;Judo;1;1;32;32;7;;;0;;;0;12;0;9;;0;0;;0;0;188;188;0;0;2;1;;0;0,908923844;0,091076156;7;;1;0;0;;100;100;
Latvia;112756;Jevgēņijs Borodavko;Japan;61;Summer;2020;Half-Heavyweight, Men;0;;0;;Valeur null et 0;Vrai;;18001130;Male;Judo;1;1;34;34;9;;;0;;;0;14;0;;;0;0;;0;0;190;190;0;0;2;1;;0;0,913952203;0,086047797;17;;1;0;0;;100;100;
Tunisia;93816;Oussama Mellouli;Japan;61;Summer;2020;10 kilometres Open Water, Men;0;;0;;Valeur null et 0;Vrai;;19000336;Male;Marathon Swimming;1;1;36;36;1;;;0;;;0;3;0;20;;0;0;;0;0;192;192;0;0;2;1;;0;0,934275773;0,065724227;12;;1;0;0;;84;84;
Kazakhstan;126844;Pavel Ilyashenko;Japan;61;Summer;2020;Individual, Men;0;;0;;Valeur null et 0;Vrai;;19002500;Male;Modern Pentathlon;1;1;30;30;29;;;0;;;0;7;0;29;;0;0;;0;0;181;181;0;0;2;1;;0;0,947562429;0,052437571;35;;1;0;0;;76;76;
Republic of Korea;123519;Jeong Jin-Hwa;Japan;61;Summer;2020;Individual, Men;0;;0;;Valeur null et 0;Vrai;;19002500;Male;Modern Pentathlon;1;1;31;31;11;;;0;;;0;27;0;4;;0;0;;0;0;183;183;0;0;2;1;;0;0,952009022;0,047990978;13;;1;0;0;;75;75;
Lithuania;121732;Justinas Kinderis;Japan;61;Summer;2020;Individual, Men;0;;0;;Valeur null et 0;Vrai;;19002500;Male;Modern Pentathlon;1;1;33;33;8;;;0;;;0;6;0;18;;0;0;;0;0;184;184;0;0;2;1;;0;0,947098398;0,052901602;34;;1;0;0;;82;82;
Hungary;126566;Ádám Marosi;Japan;61;Summer;2020;Individual, Men;0;;0;;Valeur null et 0;Vrai;;19002500;Male;Modern Pentathlon;1;1;36;36;3;;;0;;;0;30;0;6;;0;0;;0;0;181;181;0;0;2;1;;0;0,952009022;0,047990978;12;;1;0;0;;75;75;
